Metadaten,INVNR,OBJEKT,BEZEICHNUNG,INHALT_DARGESTELLT,MATERIAL,TECHNIK,MASZE,Thema,AUFSCHRIFT_MERKMALE,SP,Th,B,S,Rac,Dmpf,L,Mich,Raf,HK,DC,Rf,T,publiziert_in_Publikation,vorgesehen_zur_Publikation,REFERENT_Eigenschaft_1,REFERENT_Typ_1,QUELLE_Beziehung_REFERENT_1,REFERENT_Zeit_1,REFERENT_Ort_1,REFERENT_Bezeichnung_1,REFERENT_Eigenschaft_2,REFERENT_Typ_2,QUELLE_Beziehung_REFERENT_2,REFERENT_Zeit_2,REFERENT_Ort_2,REFERENT_Bezeichnung_2,REFERENT_Eigenschaft_3,REFERENT_Typ_3,QUELLE_Beziehung_REFERENT_3,REFERENT_Zeit_3,REFERENT_Ort_3,REFERENT_Bezeichnung_3,REFERENT_Eigenschaft_4,REFERENT_Typ_4,QUELLE_Beziehung_REFERENT_4,REFERENT_Zeit_4,REFRENT_Ort_4,REFERENT_Bezeichnung_4,REFERENT_Eigenschaft_5,REFERENT_Typ_5,QUELLE_Beziehung_REFERENT_5,REFERENT_Zeit_5,REFERENT_Ort_5,REFERENT_Bezeichnung_5,REFERENT_Eigenschaft_6,REFERENT_Typ_6,QUELLE_Beziehung_REFERENT_6,REFERENT_Zeit_6,REFERENT_Ort_6,REFERENT_Bezeichnung_6,REFERENT_Eigenschaft_7,REFERENT_Typ_7,QUELLE_Beziehung_REFERENT_7,REFERENT_Zeit_7,REFERENT_Ort_7,REFERENT_Bezeichnung_7,REFERENT_Eigenschaft_8,REFERENT_Typ_8,QUELLE_Beziehung_REFERENT_8,REFERENT_Zeit_8,REFERENT_Ort_8,REFERENT_Bezeichnung_8,REFERENT_Eigenschaft_9,REFERENT_Typ_9,QUELLE_Beziehung_REFERENT_9,REFERENT_Zeit_9,REFERENT_Ort_9,REFERENT_Bezeichnung_9,REFERENT_Eigenschaft_10,REFERENT_Typ_10,QUELLE_Beziehung_REFERENT_10,REFERENT_Zeit_10,REFERENT_Ort_10,REFERENT_Bezeichnung_10,REFERENT_Eigenschaft_11,REFERENT_Typ_11,QUELLE_Beziehung_REFERENT_11,REFERENT_Zeit_11,REFERENT_Ort_11,REFERENT_Bezeichnung_11,,,,,,,AUDIO Text,,,,,
32,VII.K.6.d,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], Troyes",Fotografie - Plan - Entwurf - Konstruktion - Altar - Detail,1 Blatt Fotopapier,Belichtung,124 x 181 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Stich / Druck),materiell,Archivquelle,abbildend,,NULL,Altar - Entwurf - Saint Nicolas (Troyes),immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,VII.K.6.d,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], Troyes",Fotografie - Plan - Entwurf - Konstruktion - Altar - Detail,1 Blatt Fotopapier,Belichtung,178 x 130 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Stich / Druck),materiell,Archivquelle,abbildend,,NULL,Altar - Entwurf - Saint Nicolas (Troyes),immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,VII.K.6.d,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], Troyes",Fotografie - Plan - Entwurf - Konstruktion - Kerstenständer,1 Blatt Fotopapier,Belichtung,130 x 177 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Stich / Druck),materiell,Archivquelle,abbildend,,NULL,Altar - Entwurf - Saint Nicolas (Troyes) - Beschriftung - Stempel [unleserlich],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - Architektur,1 Blatt Fotopapier,Belichtung,133 x 157 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),Architektur [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 56],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - 3 Architekturen,1 Blatt Fotopapier,Belichtung,180 x 128 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),3 Architekturen [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 61 70 33],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - 3 Architekturen,1 Blatt Fotopapier,Belichtung,179 x 123 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),3 Architekturen [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 55 66 70],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - 2 Architekturen,1 Blatt Fotopapier,Belichtung,179 x 127 mm,,ausgerissen,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie zweier Archivquellen (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),2 Architekturen [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 63 85],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - 3 Architekturen,1 Blatt Fotopapier,Belichtung,178 x 124 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),3 Architekturen [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 31 68 30],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - 3 Architekturen,1 Blatt Fotopapier,Belichtung (dunkell),180 x 128 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),3 Architekturen [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 31 68 30],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - 2 Architekturen,1 Blatt Fotopapier,Belichtung,179 x 129 mm,,ausgerissen - eingerissen,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie zweier Archivquellen (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),2 Architekturen [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 64 86],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - 2 Architekturen,1 Blatt Fotopapier,Belichtung (dunkel),178 x 131 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie zweier Archivquellen (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),2 Architekturen [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 64 86],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - 3 Architekturen,1 Blatt Fotopapier,Belichtung,176 x 125 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),3 Architekturen [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 65 75 60],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,VII.K.6.e,Fotografie,"Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger], o. Aufschrift",Fotografie - Abbildung - Druck - 3 Architekturen,1 Blatt Fotopapier,Belichtung,179 x 129 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Stich / Druck),materiell,Archivquelle,abbildend,,École Nationale des Beaux-Arts (Paris),3 Architekturen [Stempel: Bibliothèque École Nationale des Beaux-Arts 22200 - Nr. 65 75 60],immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,VII.K.6.g,Fotografie,Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger] (Collection Destailleur - Rubens u Goth. Kirche),Negativ - Abbildung - Druck - Architektur Dekoration,1 Blatt Fotopapier,Belichtung,118 x 165 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Negativ),materiell,Archivquelle,abbildend,,Sammlung Destailleur (Paris),Negativ einer Architektur Dekoration,immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,materiell,Person,betreffend,,NULL,Rubens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,VII.K.6.g,Fotografie,Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger] (Collection Destailleur - Rubens u Goth. Kirche),Negativ - Abbildung - Druck - Architektur - Kirchturm - Gotik,1 Blatt Fotopapier,Belichtung,118 x 166 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Negativ),materiell,Archivquelle,abbildend,,Sammlung Destailleur (Paris),mehrere Kirchtürme,immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,materiell,Person,betreffend,,NULL,Rubens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,VII.K.6.g,Fotografie,Fotografie - Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger] (Collection Destailleur - Rubens u Goth. Kirche),Negativ - Abbildung - Druck - Architektur - Innenraum - Schnitt - Langhaus - Kirchbau - Basilika,1 Blatt Fotopapier,Belichtung,168 x 118 mm,,,,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Negativ),materiell,Archivquelle,abbildend,,Sammlung Destailleur (Paris),Negativ einer Architektur (Kirchenschiff - Schnitt),immateriell,Forschungsthema,behandelnd,,NULL,Bild- und Textmaterial für Thesaurus,materiell,Person,betreffend,,NULL,Rubens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],"Vorderseite: Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Innenraum - Vierung - Ansicht, Rückseite: Beschriftung",1 Blatt Fotopapier,Belichtung,176 x 124 mm,,"Rückseite: Beschriftung: ""Nr. 29. A1 Neben Kuppel - rekonstruiert Geymüller. 115 -5%. 18 -7 x 13 m 60 R"" - Stempel: Bibliotheca Hertziana - Fotothek",x,x,,,,,,,,,,,,publiziert! wo?,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Vierung,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Vierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Schnitt,1 Blatt Fotopapier,Belichtung,126 x 176 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt) - Beschriftung: 14 / II 17 [...],materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Vierung Schnitt,materiell,Person,verweisend,,NULL,Michaelangelo,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Vierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Langhaus - Schnitt,1 Blatt Fotopapier,Belichtung,176 x 123 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt) - Beschriftung: [...],materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Langhaus ,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Vierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Vierung - Schnitt,1 Blatt Fotopapier,Belichtung,124 x 174 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Vierung,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Vierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],"Vorderseite: Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Zentralbau - Außenraum - Ansicht, Rückseite: Beschriftung",1 Blatt Fotopapier,Belichtung,180 x 125 mm,,"Rückseite Beschriftung: ""Nr. 37. A1 Rekonstruk Geymüller. 81 -5% 11 -5 x 9 -9 m 60R. Stempel: Bibliotheca Hertziana - Fotothek.",x,x,,,,,,,,,,,,publiziert! wo?,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt),materiell,Person,verfasst,,NULL,Wolfgang von Metternich,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Zentralbau Außenraum,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Zentralbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Zentralbau - Außenraum - Ansicht,1 Blatt Fotopapier,Belichtung,244 x 180 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,1871,Rom,St. Peter (Rom) Zentralbau Außenraum,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Zentralbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Langhaus - Außenraum - Ansicht,1 Blatt Fotopapier,Belichtung,244 x 180 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Zentralbau Außenraum [Beschriftung: Lade 10. Einzelblätter - G. da Sang. D. J.],materiell,Person,betreffend,,NULL,Antonio da Sangallo ,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Zentralbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Zentralbau - Schnitt und Ansicht,1 Blatt Fotopapier,Belichtung,180 x 244 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,darstellend,,Rom,St. Peter (Rom) Zentralbau Außenraum [Beschriftung: Lade 10. Einzelblätter - Uff. 20 A],materiell,Person,betreffend,,NULL,Donato Bramante,materiell,Archivquelle,rekonstruiert,,Gabinetto Disegni e Stampe (Florenz),Uffizien 20 A,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Zentralbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Langhaus - Grundriss,1 Blatt Fotopapier,Belichtung,176 x 233 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Archivquelle,kopierend,,Gabinetto Disegni e Stampe (Florenz),[?],materiell,Artefakt,darstellend,,Rom,St. Peter (Rom) Langhaus [Beschriftung],materiell,Person,betreffend,,NULL,Antonio da Sangallo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Langhaus - Schnitt,1 Blatt Fotopapier,Belichtung,237 x 173 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Langhaus,materiell,Person,betreffend,,NULL,Antonio da Sangallo ,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Langhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Langhaus - Außenraum - Ansicht,1 Blatt Fotopapier,Belichtung,243 x 180 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquelle,abbildend,NULL,NULL,Fotografie einer Archivquelle (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Langhaus,materiell,Person,betreffend,,NULL,Antonio da Sangallo ,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Langhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Langhaus - Außenraum - Ansicht Linearperspektive,1 Blatt Fotopapier,Belichtung,180 x 244 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquellen,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Langhaus,materiell,Person,betreffend,,NULL,Antonio da Sangallo ,immateriell,Handlung,rekonstruiert,,NULL,3 Versionen St. Peter (Rom) Langhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Fassade - Außenraum - Ansicht,1 Blatt Fotopapier,Belichtung,180 x 244 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquellen,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Fassade,materiell,Person,betreffend,,NULL,Antonio da Sangallo ,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Fassade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Langhaus - Außenraum - Ansicht Linearperspektive,1 Blatt Fotopapier,Belichtung,244 x 180 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquellen,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Langhaus,materiell,Person,betreffend,,NULL,Antonio da Sangallo ,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Langhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Langhaus - Außenraum - Ansicht Linearperspektive und Grundriss,1 Blatt Fotopapier,Belichtung,244 x 180 mm,,,x,x,,,,,,,,,,,,,,materiell,Archivquellen,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Langhaus,materiell,Person,betreffend,,NULL,Antonio da Sangallo ,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Langhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,VII.K.4,Fotografie,Fotografie - (St. Peter - Handzeichnungen - Entwürfe provisorisch) [Metternich],"Vorderseite: Fotografie - Abbildung - Skizzenblatt - Entwurf - St. Peter (Rom) - Langhaus - Schnitt, Rückseite: Beschriftung",1 Blatt Fotopapier,Belichtung,238 x 178 mm,,"Rückseite Beschriftung: ""Uff A 20""",x,x,,,,,,,,,,,,,,materiell,Archivquellen,abbildend,NULL,NULL,Fotografie dreier Archivquellen (Skizzenblatt),materiell,Person,verfasst,,NULL,Heinrich von Geymüller,materiell,Artefakt,betreffend,,Rom,St. Peter (Rom) Langhaus,materiell,Person,betreffend,,NULL,Donato Bramante,materiell,Archivquelle,rekonstruiert,,Gabinetto Disegni e Stampe (Florenz),Uffizien 20 A,immateriell,Handlung,rekonstruiert,,NULL,St. Peter (Rom) Langhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
